-0.661734	 0.211273	 0.109597	 0.217012	 0.425183	 0.905107	 0.004001
-0.661734	 0.211273	 0.105974	 0.218709	 0.422844	 0.906202	 0.003999
-0.664477	 0.210542	 0.102347	 0.220394	 0.420215	 0.907425	 0.004000
-0.667459	 0.209999	 0.098715	 0.222071	 0.417736	 0.908569	 0.004000
-0.670057	 0.209596	 0.095077	 0.223735	 0.414236	 0.910169	 0.004000
-0.672835	 0.209495	 0.091433	 0.225382	 0.409569	 0.912279	 0.003999
-0.675657	 0.209138	 0.087778	 0.227009	 0.403929	 0.914790	 0.004001
-0.677921	 0.209452	 0.084113	 0.228610	 0.396760	 0.917923	 0.004000
-0.681956	 0.208434	 0.080433	 0.230179	 0.387277	 0.921964	 0.004000
-0.685681	 0.207628	 0.076736	 0.231705	 0.375963	 0.926635	 0.004000
-0.689873	 0.206533	 0.073016	 0.233174	 0.358535	 0.933516	 0.004000
-0.694098	 0.205395	 0.069267	 0.234570	 0.339494	 0.940608	 0.004000
-0.697742	 0.204757	 0.065490	 0.235886	 0.318229	 0.948014	 0.004000
-0.702031	 0.203447	 0.061684	 0.237113	 0.295547	 0.955328	 0.003999
-0.706883	 0.201792	 0.057848	 0.238246	 0.270975	 0.962586	 0.004000
-0.711286	 0.200400	 0.053983	 0.239278	 0.244759	 0.969584	 0.004000
-0.714131	 0.200311	 0.050092	 0.240204	 0.218227	 0.975898	 0.004000
-0.717742	 0.198955	 0.046177	 0.241019	 0.189751	 0.981832	 0.004000
-0.722304	 0.197168	 0.042242	 0.241737	 0.168781	 0.985654	 0.003999
-0.727033	 0.195099	 0.038294	 0.242376	 0.151216	 0.988501	 0.004001
-0.730754	 0.193755	 0.034335	 0.242951	 0.136270	 0.990672	 0.003999
-0.733567	 0.193168	 0.030369	 0.243472	 0.123736	 0.992315	 0.004000
-0.736144	 0.192837	 0.026397	 0.243947	 0.113751	 0.993509	 0.004000
-0.738969	 0.191926	 0.022422	 0.244388	 0.107006	 0.994258	 0.004000
-0.742302	 0.191047	 0.018444	 0.244809	 0.103261	 0.994654	 0.004000
-0.745977	 0.189881	 0.014465	 0.245215	 0.099749	 0.995013	 0.004000
-0.750085	 0.188345	 0.010485	 0.245608	 0.097001	 0.995284	 0.004000
-0.754602	 0.186461	 0.006503	 0.245990	 0.093983	 0.995574	 0.004001
-0.759074	 0.184590	 0.002520	 0.246360	 0.091017	 0.995849	 0.003999
-0.762927	 0.183178	 -0.001464	 0.246714	 0.085988	 0.996296	 0.004001
-0.766131	 0.182228	 -0.005451	 0.247047	 0.080255	 0.996774	 0.004000
-0.768995	 0.181487	 -0.009438	 0.247355	 0.074004	 0.997258	 0.004000
-0.771722	 0.180780	 -0.013429	 0.247634	 0.065746	 0.997836	 0.004000
-0.774383	 0.180010	 -0.017421	 0.247874	 0.054253	 0.998527	 0.004000
-0.775723	 0.179068	 -0.021416	 0.248069	 0.043251	 0.999064	 0.004000
-0.778145	 0.178141	 -0.025414	 0.248223	 0.033246	 0.999447	 0.004001
-0.780370	 0.177162	 -0.029412	 0.248333	 0.022251	 0.999752	 0.004000
-0.782332	 0.176151	 -0.033412	 0.248399	 0.010750	 0.999942	 0.004000
-0.783976	 0.175138	 -0.037412	 0.248415	 -0.003000	 0.999995	 0.004000
-0.785304	 0.174143	 -0.041411	 0.248385	 -0.011999	 0.999928	 0.004000
-0.786337	 0.173178	 -0.045411	 0.248318	 -0.021253	 0.999774	 0.004000
-0.787082	 0.172242	 -0.049409	 0.248217	 -0.029497	 0.999565	 0.004000
-0.787549	 0.171322	 -0.053407	 0.248074	 -0.041747	 0.999128	 0.004000
-0.789119	 0.170439	 -0.057403	 0.247892	 -0.049500	 0.998774	 0.004000
-0.789216	 0.169503	 -0.061397	 0.247677	 -0.057758	 0.998331	 0.003999
-0.789192	 0.167173	 -0.065389	 0.247429	 -0.066496	 0.997787	 0.004000
-0.789162	 0.165660	 -0.069379	 0.247141	 -0.077507	 0.996992	 0.004000
-0.788969	 0.164050	 -0.073365	 0.246814	 -0.085749	 0.996317	 0.004000
-0.787961	 0.162805	 -0.077349	 0.246456	 -0.093506	 0.995619	 0.004000
-0.785659	 0.162251	 -0.081330	 0.246066	 -0.101236	 0.994862	 0.004001
-0.782493	 0.162130	 -0.085307	 0.245640	 -0.112262	 0.993679	 0.004000
-0.779211	 0.162003	 -0.089280	 0.245177	 -0.118979	 0.992897	 0.004001
-0.776196	 0.161619	 -0.093250	 0.244689	 -0.125019	 0.992154	 0.003999
-0.773632	 0.160885	 -0.097217	 0.244174	 -0.132246	 0.991217	 0.004000
-0.772442	 0.159720	 -0.101179	 0.243627	 -0.141260	 0.989972	 0.004000
